"feedname","timestamp","id","info"
"CIRCL","16/08/2016 15:32:28","73","Malspam 2016-08-16 (.wsf in .zip) - campaign: 'Blank 2'"
"CthulhuSPRL.be","28/11/2014 09:23:31","74","Expansion based on pDNS + whois from OSINT Roaming tiger by Anton Cherepanov from ESET"
"CIRCL","16/03/2016 15:29:10","75","OSINT - Malicious iBanking application with new uninstall countermeasures"
"CIRCL","02/05/2016 08:59:26","76","OSINT - MULTIGRAIN – Point of Sale Attackers Make an Unhealthy Addition to the Pantry"
"CIRCL","09/11/2017 14:13:12","77","M2M -  Locky 2017-11-03 : Affid=3, offline, "".asasin"" : ""12345678.doc"""
"CIRCL","28/02/2017 17:11:56","78","OSINT - Android malware on the rise"
"CthulhuSPRL.be","18/08/2016 13:19:56","79","OSINT Shark Ransomware: Ransomware as a service"
"CIRCL","18/08/2016 13:49:24","80","Malspam 2016-08-18 (.wsf in .zip) - campaign: ""Emailing: Label"""
"Synovus Financial","05/06/2018 20:52:55","81","Phishing Domains"
"CthulhuSPRL.be","22/06/2017 21:33:13","82","OSINT Regin samples shared by VirusShare"
"CIRCL","24/03/2016 17:49:37","83","OSINT - Malware is being signed with multiple digital certificates to evade detection"
"CIRCL","30/09/2016 08:49:47","84","Malspam 2016-09-29 (.xls) - campaign: ""Receipt"""
"CthulhuSPRL.be","16/02/2015 09:17:55","85","OSINT MSRT February update from Microsoft"
"CIRCL","12/06/2019 13:43:53","86","OSINT - ThreatHunting/India/"
"MalwareMustDie","20/04/2020 09:00:10","87","Hajime Linux IoT botnet's P2P nodes (activity since Jan 2020)"
"CIRCL","15/05/2017 07:33:43","88","OSINT -  Jaff Ransomware: Player 2 Has Entered The Game"
"CIRCL","30/05/2016 09:40:09","89","Malspam - 2016-05-27 - Locky - .docm"
"CIRCL","08/05/2016 09:48:44","90","Fake scan campaings (20160505 - 20160507) using docm - Dridex"
"CIRCL","04/09/2017 15:27:46","91","OSINT - Emotet Trojan Acts as Loader, Spreads Automatically"
"CIRCL","27/11/2018 18:09:14","92","OSINT -  DNSpionage Campaign Targets Middle East"
"CIRCL","23/09/2018 19:09:06","93","OSINT - Poison Ivy Group and the Cyberespionage Campaign Against Chinese Military and Goverment"
"CIRCL","01/12/2016 12:09:47","94","OSINT - New SmsSecurity Variant Roots Phones, Abuses Accessibility Features and TeamViewer"
"CIRCL","07/09/2016 10:44:52","95","Webshells - 2016-04-14 - origin: pastebin.com/Fev3n8SG"
"CthulhuSPRL.be","14/12/2015 23:58:02","96","OSINT IOC from ponmocup malware"
"Synovus Financial","05/05/2020 17:07:41","97","US-CERT Alert (TA18-149A) HIDDEN COBRA – Joanap Backdoor Trojan and Brambul Server Message Block Worm"
"CIRCL","08/03/2016 01:26:46","98","OSINT - THE DUKES 7 years of Russian cyberespionage"
"MalwareMustDie","12/03/2020 22:24:50","99","Rhombus - Linux DDoS botnet aims VPS & IoT, w/persistence & dropper"
"CIRCL","20/02/2017 20:18:19","100","OSINT - The Rise of Dridex and the Role of ESPs"
"CIRCL","27/05/2016 12:59:36","101","OSINT - Turbo Twist: Two 64-bit Derusbi Strains Converge"
"Synovus Financial","30/05/2018 17:27:15","102","""TrickBot"" and ""IcedID"" Botnet IOCs"
"CthulhuSPRL.be","18/03/2018 22:50:02","103","Regin Scanner"
"CIRCL","13/02/2017 17:24:57","104","OSINT - Fileless attacks against enterprise networks"
"CIRCL","11/04/2018 15:57:01","105","OSINT -  IcedID Banking Trojan Teams up with Rovnix for Distribution"
"MiSOC","17/06/2020 02:40:08","106","Emotet in Depth TTP 10-07-19"
"CthulhuSPRL.be","22/12/2015 15:36:27","107","OSINT Targeted Malware Attacks against NGO Linked to Attacks on Burmese Government Websites by Citizen Labs"
"CIRCL","23/10/2017 16:38:13","108","M2M -  Locky 2017-09-25 : Affid=3, offline, "".ykcol"" : ""12_Invoice_3456"" - ""001_1234.7z"""
"CIRCL","27/03/2019 12:07:59","109","OSINT -  Operation ShadowHammer"
"CIRCL","17/12/2018 21:20:53","110","OSINT - Password Protected ZIP with Maldoc"
"CIRCL","14/09/2017 15:57:06","111","M2M -  Locky 2017-09-14 : Affid=3, "".lukitus"" : ""Copy of Invoice 12345"" - /invoice.html links"
"CIRCL","11/11/2017 10:24:38","112","M2M -  Locky 2017-11-09 : Affid=3, offline, "".asasin"" : ""Documents"" - ""ABY001234.doc"""
"CthulhuSPRL.be","18/08/2016 13:10:08","113","OSINT  Aveo Malware Family Targets Japanese Speaking Users by Palo Alto networks Unit 42"
"CIRCL","30/12/2016 12:55:05","114","OSINT - Packrat: Seven Years of a South American Threat Actor"
"CthulhuSPRL.be","25/08/2015 09:26:13","115","OSINT Tinted CVE decoy spearphising attempt on Central Bank of Armenia employees by BlueCoat"
"CIRCL","01/03/2017 17:01:58","116","OSINT - Malware Leveraging PowerSploit"
"CIRCL","09/03/2018 11:46:53","117","OSINT - Apache SOLR: the new target for cryptominers"
"CIRCL","04/07/2016 14:17:21","118","Malspam 2016-07-04 (testrun, subject 'Scanned image'), .docm"
"CIRCL","08/06/2020 08:59:41","119","OSINT - TA505 IoC - 2020-06-06"
"CIRCL","10/10/2020 01:34:34","120","OSINT -  Repository containting orignal and decompiled files of TRISIS/TRITON/HATMAN malware"
"CIRCL","03/10/2016 14:20:04","121","Malspam 2016-10-03 (.xls) - campaign: ""[Scan]"""
"CthulhuSPRL.be","21/05/2015 14:38:34","122","OSINT Trojanized PuTTY Software by Cisco CSIRT"
"CthulhuSPRL.be","16/01/2018 14:46:49","123","OSINT Phantom of the Opaera: New KASPERAGENT Malware Campaign by ThreatConnect"
"CIRCL","09/06/2017 07:54:50","124","M2M -  Jaff 2017-06-06 : ""Order"" - ""MX-2310U_20170606_123456.pdf"""
"CIRCL","10/02/2017 11:14:32","125","OSINT - Shell Crew Variants Continue to Fly Under Big AV’s Radar"
"CIRCL","10/11/2016 22:21:36","126","OSINT - Floki Bot and the stealthy dropper"
"CIRCL","26/05/2017 14:48:40","127","Jaff 2017-05-26 : ""Scanned Image from a Xerox WorkCentre"" - ""Scan_0012_123456789.zip"""
"CIRCL","15/12/2016 09:27:14","128","Malspam 2016-12-15 (.js in .zip) - campaign: ""Amount Payable"""
"CIRCL","04/10/2017 09:55:48","129","M2M -  Locky 2017-10-02 : Affid=3, offline, "".ykcol"" : ""Emailed Invoice - 123456"" - ""I_123456.7z"""
"CthulhuSPRL.be","22/06/2017 21:18:42","130","OSINT Potao Express samples from contagiodump"
"CIRCL","29/01/2019 14:19:12","131","2019-01-28: Turla Kazuar RAT"
"CIRCL","26/09/2017 21:06:46","132","OSINT - Striking Oil: A Closer Look at Adversary Infrastructure"
"CIRCL","06/11/2019 21:00:02","133","OSINT - BitPaymer Source Code Fork: Meet DoppelPaymer Ransomware and Dridex 2.0"
"CIRCL","24/03/2016 21:20:46","134","OSINT - Evolution of SamSa Malware Suggests New Ransomware Tactics In Play"
"VK-Intel","15/01/2019 21:44:35","135","2019-01-10: North Korea Lazarus Targeting REDBANC"
"CIRCL","13/01/2017 11:38:43","136","OSINT - Targeted Threat Leads to Keylogger via Fake Silverlight Update"
"CIRCL","22/12/2018 09:13:28","137","Malicious ELF binary (Mirai) - 2018-12-22 (collected on a router)"
"CIRCL","23/03/2017 11:01:17","138","OSINT -  Hunt Case Study: Hunting Campaign Indicators on Privacy Protected Attack Infrastructure"
"CthulhuSPRL.be","22/06/2017 21:26:37","139","OSINT APT 30 and the Mechanics of a Long-Running Cyber Espionage Operation by FireEye"
"CIRCL","06/07/2016 13:06:51","140","Malspam 2016-07-05 (subject 'Scanned image'), .docm"
"CIRCL","10/02/2018 04:00:54","141","OSINT -  WORK Cryptomix Ransomware Variant Released"
"CIRCL","04/10/2018 10:01:50","142","OSINT - Indicators of Compromise for Malware used by APT28"
"CIRCL","29/11/2017 08:47:50","143","OSINT - ROKRAT Reloaded"
"CIRCL","31/03/2017 07:49:44","144","OSINT - Part I. Russian APT - APT28 collection of samples including OSX XAgent"
"The DFIR Report","21/06/2020 13:25:57","145","Dharma Ransomware Event"
"CIRCL","22/06/2016 12:57:01","146","Malspam (2016-06-22) - .js in .zip - Locky is back"
"CIRCL","12/10/2017 20:45:04","147","M2M -  Locky 2017-10-09 : Affid=3, offline, "".ykcol"" : ""Invoice IP1234567"" - ""Invoice-IP1234567.7z"""
"CIRCL","19/01/2017 08:53:47","148","OSINT -  Uncovering the Inner Workings of EyePyramid"
"CIRCL","05/12/2018 11:18:18","149","MAR-10219351.r1.v2 (SamSam ransomware)"
"CthulhuSPRL.be","18/08/2016 15:05:36","150","OSINT Android Marcher: Continuously Evolving Mobile Malware by Zscaler"
"CIRCL","27/04/2016 14:18:57","151","OSINT - RuMMS: The Latest Family of Android Malware Attacking Users in Russia Via SMS Phishing"
"CIRCL","03/10/2017 09:44:13","152","Malspam 2017-10-03"
"CIRCL","14/11/2018 20:52:32","153","OSINT - Big Game Hunting: The Evolution of INDRIK SPIDER From Dridex Wire Fraud to BitPaymer Targeted Ransomware"
"CthulhuSPRL.be","15/06/2015 08:25:43","154","OSINT  Evilgrab Delivered by Watering Hole Attack on President of Myanmar’s Website by Palo Alto Unit 42"
"CIRCL","16/01/2018 04:00:30","155","OSINT - Experts analyzed an Advanced ""all in memory"" CryptoWorm"
"CthulhuSPRL.be","18/08/2016 11:04:01","156","OSINT SSH bruteforce logs from burberry user on AlienVault OTX"
"CIRCL","02/02/2017 14:13:44","157","OSINT - Nile Phish: Large-Scale Phishing Campaign Targeting Egyptian Civil Society"
"CthulhuSPRL.be","22/06/2017 21:03:38","158","OSINT OrcaRAT - A whale of a tale blog post by PWC"
"Synovus Financial","31/07/2018 17:29:51","159","Massive Malvertising Campaign Discovered Attempting 40,000 Infections per Week"
"Synovus Financial","22/05/2018 17:03:10","160","TrickBot pir4 loader config"
"CIRCL","27/06/2017 22:47:00","161","OSINT - New Variant of Petya Ransomware Spreading Like Wildfire"
"CIRCL","26/01/2017 23:48:01","162","OSINT - Dridex Banking Trojan Returns, Leverages New UAC Bypass Method"
"CIRCL","29/09/2017 14:07:44","163","M2M -  Locky 2017-09-27 : Affid=3, offline, "".ykcol"" : ""Scanned image from MX-2600N"" - ""20170927_123456.7z"""
"CIRCL","13/02/2016 15:20:40","164","OSINT - Hunting for Malware with Machine Learning"
"CIRCL","29/09/2017 14:20:16","165","M2M -  Locky 2017-09-29 : Affid=3, offline, "".ykcol"" : ""Invoice"" - ""123456.7z"""
"CthulhuSPRL.be","29/10/2015 08:04:01","166","OSINT Trojan.Win32.Banker.NWT by AlienVault and Telus"
"CIRCL","23/09/2019 08:43:00","167","OSINT - Emotet Updated C2 Info 9/20"
"wilbursecurity.com","12/03/2020 01:22:58","168","Harma and Odveta Ransomware"
"CIRCL","10/10/2020 08:36:28","169","IoT malware - Gafgyt.Gen28 (active) - 20190220 - 20190222"
"CIRCL","15/10/2017 17:16:42","170","M2M -  Locky 2017-10-06 : Affid=3, offline, "".ykcol"" : ""Your Remittance Advice"" - ""12345 Remittance.7z"""
"CthulhuSPRL.be","18/08/2016 12:57:51","171","OSINT TorrentLocker Ransomware Email IoCs 8/16/2016 by neonPrimeTime user on AlienVault OTX"
"CIRCL","08/09/2017 16:21:26","172","M2M - new locky"
"CIRCL","08/05/2018 13:35:57","173","OSINT - Lojack Becomes a Double-Agent"
"CIRCL","03/02/2017 22:42:04","174","OSINT  - Oops, they did it again: APT Targets Russia and Belarus with ZeroT and PlugX"
"CIRCL","24/06/2016 09:25:47","175","Malspam 2016-06-23 (Locky)"
"CIRCL","08/09/2017 12:45:24","176","OSINT - Cryptocurrency Miner Uses WMI and EternalBlue To Spread Filelessly"
"Synovus Financial","03/01/2019 14:04:43","177","Phishing Sites"
"CIRCL","11/04/2016 13:58:39","178","OSINT - Mobile Devices Used to Execute DNS Malware Against Home Routers"
"CIRCL","12/06/2017 14:07:09","179","M2M -  Trickbot 2017-06-12 : mac1 : Facture N 1234 du 12/06/2017 - ""FACTURE_1234.zip"""
"CIRCL","01/09/2016 15:35:16","180","Malware Posing as Human Rights Organizations and Commercial Software Targeting Iranians, Foreign Policy Institutions and Middle Eastern Countries (ExtremeDownloader and Strealer)"
"NCSC-NL","28/04/2020 14:56:53","181","Kaspersky Lab: Spearphishing attack hits industrial companies"
"CIRCL","07/10/2016 08:37:33","182","Malspam 2016-10-07 (.js in .zip) - campaign: ""wrong paychecks"""
"CIRCL","16/03/2016 15:45:31","183","Dridex of the day (2016-03-16) - botnet 120"
"CIRCL","07/01/2017 15:12:19","184","OSINT - The curious case of a Sundown EK variant dropping a Cryptocurrency Miner"
"CIRCL","25/09/2017 12:44:17","185","M2M -  Locky 2017-09-19 : Affid=3, offline, "".ykcol"" : ""Emailing - 10008001234"" - ""10008001234.7z"""
"CIRCL","17/11/2017 13:40:35","186","OSINT -  New Malware with Ties to SunOrcal Discovered"
"CIRCL","12/03/2018 09:46:43","187","OSINT - Turla Nautilus Implant"
"CIRCL","10/12/2019 10:24:40","188","OSINT - Dans l’œil de notre CyberSOC : la campagne malspam Aggah diversifie ses outils"
"CIRCL","09/05/2019 16:22:57","189","OSINT - keepass(dot)com spreading malware acting as the official site for KeePass password manager. Download for .dmg and .exe files are available on the site."
"CIRCL","08/09/2016 13:48:35","190","Malspam 2016-09-08 (.wsf in .zip) - campaign: ""New voice mail message from"""
"CthulhuSPRL.be","27/05/2016 11:59:19","191","OSINT Introducing Hi-Zor RAT by Fidelis"
"CIRCL","04/05/2018 14:45:29","192","OSINT - Who's who in the zoo. Cyberespionage operation targets android users in the Middle East."
"CIRCL","01/09/2016 13:49:10","193","Malspam 2016-09-01 (.wsf in .zip) - campaign: ""Please find attached invoice no:"""
"CIRCL","03/02/2017 22:06:05","194","OSINT: Malicious software targeting financial sector internals"
"CIRCL","28/09/2017 21:25:12","195","OSINT - Threat Actors Target Government of Belarus Using CMSTAR Trojan"
"CthulhuSPRL.be","18/08/2015 09:39:34","196","OSINT OSX/Pintsized Backdoor Additional Details by Zataz / Eric Romang"
"CIRCL","08/05/2019 16:20:32","197","OSINT - Buckeye: Espionage Outfit Used Equation Group Tools Prior to Shadow Brokers Leak"
"CIRCL","05/02/2017 13:26:57","198","OSINT - Doctor Web detects several thousand infected Linux devices  Linux.Proxy.10"
"CIRCL","05/07/2017 21:51:23","199","OSINT - The MeDoc Connection"
"CthulhuSPRL.be","02/02/2016 09:17:28","200","OSINT Puttering into the Future...by Cylance"
"CIRCL","28/02/2017 10:13:17","201","OSINT - The Gamaredon Group Toolset Evolution"
"CIRCL","21/06/2017 09:50:38","202","Malspam 2017-06-21 'Job Application'"
"CthulhuSPRL.be","20/11/2015 15:35:30","203","OSINT Enrichment on OSINT - STRONTIUM: A profile of a persistent and motivated adversary"
"CIRCL","01/06/2019 10:26:08","204","Linux server infection with coinminers (derived from original post with iptables rules)"
"Synovus Financial","05/06/2018 20:54:01","205","Phishing Domains"
"CIRCL","25/09/2017 12:40:45","206","M2M -  Locky 2017-09-20 : Affid=3, offline, "".ykcol"" : ""New voice message..."" - ""msg0321.7z"""
"CIRCL","02/06/2019 08:33:22","207","OSINT -  10 years of virtual dynamite: A high-level retrospective of ATM malware"
"CIRCL","28/07/2016 08:15:14","208","OSINT - The Mad Max DGA"
"CthulhuSPRL.be","22/06/2017 21:12:07","209","What's in a server name (on APT28/Sofacy) by ThreatConnect"
"CthulhuSPRL.be","16/12/2014 09:28:40","210","OSINT Fidelis Threat Advisory #1014 ""Bots, Machines, and the Matrix"""
"CIRCL","19/07/2016 14:30:34","211","Malspam 2016-07-19 .wsf (campaign: ""new invoice"")"
"CIRCL","05/09/2017 20:29:56","212","OSINT - Jimmy Nukebot: from Neutrino with love"
"CIRCL","13/06/2018 13:09:19","213","OSINT - PLEAD Downloader Used by BlackTech"
"CIRCL","04/10/2017 09:51:18","214","OSINT - Evidence Aurora Operation Still Active Part 2: More Ties Uncovered Between CCleaner Hack & Chinese Hackers"
"CthulhuSPRL.be","22/06/2017 21:18:30","215","OSINT New activity of the Blue Termite APT by AlienVault"
"CIRCL","12/09/2017 13:02:51","216","Malspam 2017-09-12 - 'Your Amazon.co.uk order' phishing"
"CIRCL","06/12/2016 23:31:04","217","OSINT - Readers of popular websites targeted by stealthy Stegano exploit kit hiding in pixels of malicious ads"
"CIRCL","24/11/2016 08:59:51","218","OSINT -  Fareit Spam: Rocking Out to a New File Type"
"CIRCL","21/07/2017 15:35:14","219","OSINT - Rurktar - Spyware under Construction"
"CthulhuSPRL.be","26/01/2015 11:52:09","220","OSINT Operation Double Tap from FireEye"
"CIRCL","05/04/2019 10:35:09","221","OSINT - Hancitor domains"
"CthulhuSPRL.be","13/10/2014 09:17:38","222","OSINT Democracy in Hong Kong Under Attack blog post from Volexity (Steven Adair)"
"CIRCL","14/09/2016 14:06:04","223","Malspam 2016-09-14 (.js in .zip) - campaign: ""Delivery Confirmation"""
"CIRCL","18/01/2018 17:05:48","224","M2M - ""..doc"" 2017-12-01 : ""12_Invoice_3456"" - ""I_4321.7z"""
"CIRCL","17/05/2016 17:17:00","225","OSINT - TWO BYTES TO $951M (SWIFT payment system abuse)"
"CIRCL","25/10/2017 09:20:05","226","Bad Rabbit (via Pastebin)"
"CIRCL","22/10/2016 09:19:03","227","OSINT -  The new .LNK between spam and Locky infection"
"CthulhuSPRL.be","05/03/2015 15:43:26","228","OSINT Threat Spotlight: Angler Lurking in the Domain Shadows by Cisco Talos group"
"CIRCL","11/03/2016 16:45:30","229","Malspam (2016-03-11) - Locky"
"CthulhuSPRL.be","15/04/2015 16:12:41","230","OSINT Unit 42 Identifies New DragonOK Backdoor Malware Deployed Against Japanese Targets by Palo Alto Unit42"
"CIRCL","21/12/2017 04:00:23","231","OSINT - Malspam pushing Locky ransomware tries HoeflerText notifications for Chrome and FireFox"
"CIRCL","05/08/2017 21:34:04","232","OSINT - Tale of the Two Payloads – TrickBot and Nitol"
"CIRCL","30/01/2017 20:19:47","233","OSINT - Saga 2.0 (Sage 2.0) comes with IP Generation Algorithm (IPGA)"
"CIRCL","02/01/2017 09:12:26","234","OSINT - BlackNurse Denial of Service Attack"
"CIRCL","27/06/2016 16:41:13","235","Malspam 2016-06-27"
"CIRCL","26/10/2018 10:07:39","236","OSINT - Multi-stage malware sneaks into Google Play"
"CIRCL","07/01/2016 14:10:25","237","OSINT - Android-based Smart TVs Hit By Backdoor Spread Via Malicious App"
"CIRCL","09/09/2016 06:58:03","238","Malspam 2016-09-08 (.wsf in .zip) - campaign: icloud.com"
"CIRCL","12/09/2017 15:45:14","239","M2M -  Locky 2017-09-12 : Affid=3, "".lukitus"" : ""Your Amazon.co.uk order..."" / AmazonSignIn.html links"
"laskowski-tech.com","28/06/2020 00:51:28","240","Ostap Maldoc Samples"
"CIRCL","02/08/2017 11:18:52","241","OSINT - FIN7/Carbanak threat actor unleashes Bateleur JScript backdoor"
"CIRCL","10/07/2020 14:26:48","242","Soft Cell case - Related indicators from correlations"
"CIRCL","09/06/2017 11:56:13","243","M2M -  Trickbot 2017-06-09 : mac1 : ""Facture AA-123-RR"" / ""Copy Credit Note"" - ""1234567.zip"""
"CIRCL","20/12/2017 04:00:44","244","OSINT - Operation Dragonfly Analysis Suggests Links to Earlier Attacks"
"CIRCL","25/09/2017 12:46:25","245","M2M -  Locky 2017-09-20 : Affid=3, offline, "".ykcol"" : ""Status of invoice A2171234-56"" - ""A2171234-56.rar"""
"CIRCL","02/07/2020 01:57:39","246","Shamoon potential samples"
"CIRCL","02/05/2016 14:51:44","247","OSINT - Prince of Persia: Infy Malware Active In Decade of Targeted Attacks"
"CIRCL","12/10/2017 18:31:22","248","M2M -  Locky Affid=3, "".asasin""/Trickbot ""mac1"" 2017-10-05 : ""Invoice INV0000123"" - ""Invoice INV0000123.7z"""
"CIRCL","25/05/2017 12:47:11","249","OSINT - Tainted Leaks: Disinformation and Phishing With a Russian Nexus"
"CIRCL","09/06/2020 08:10:50","250","OSINT - IQ-FA006:Dridex XLS Documents with Fancy Lures"
